post,new_topic,label,target1,target2,target3,stance,sim1,sim2,sim3,best_target
"""I will be honest, they learned very little about modern medicine in the Home for the Dying"" True, that part. Because modern medicine absolutely opposes letting people suffer pain when pain relief is available. What Mother Theresa was teaching was flagrantly medically unethical.",modern medicine,AGAINST,medicinal ethics,pain relief,modern medicine,AGAINST,0.7206617669904253,0.6724615209262665,0.9999999999999998,modern medicine
"""I've also heard the argument that the pageant experience builds confidence and community among the participants; so does ""nerding out"" on the debate team or flashing across a lacrosse field. (And you still get to wear a skirt, if that's your thing.)"" I find it interesting that you use the term ""if that's your thing"" here, and support the girls who choose to build confidence and community through an experience other than pageantry. What if participating in pageants is ""your thing?"" By competing in pageants, I've met some of the most intelligent, hardworking young women in my community. I've gotten involved in my community on multiple levels, not just by promoting my personal platform (Empowering teens to prevent dating violence). And I have gained communication skills that helped me to land a successful job in my career field within weeks of my college graduation. Maybe pageants are ""my thing."" I don't see a problem with that--only the benefits.",beauty pageant contestant,FAVOR,confidence builds,build community,pageant experience,FAVOR,0.5181021105198794,0.5198784349909464,0.6974216999718864,pageant experience
"""Ideals that today's educated people take for granted - equal rights, free speech, and the primacy of human life over tradition, tribal loyalty and intuitions about purity - are radical breaks with the sensibilities of the past. These too are gifts of a widening application of reason."" Sadly we can't take these ideals for granted anymore. Have you not been following the Republican campaign?",right,FAVOR,human rights,free speech,reason matters,FAVOR,0.28037704051905143,0.3071311424106487,0.3668867166947086,reason matters
"""If Germany were to agree to allow Greece to substantially increase public spending and to grant it major debt relief, surely it would be forced to do the same for countries like Ireland, Italy and Portugal."" Yes - the ultimate solution is obvious. The creditors don't get paid.....anywhere. The malaise continues until that is accepted. Chapter 11 is designed for that remedy but not for countries. In this case with Greece, the debt was incurred by criminal politicians and their conspirators on both sides. The people have no obligation to pay phony debts. Lenders made a mistake in this evil bargain and need to pay for their mistakes. Inevitable: Debt Jubilee / Nationalization of the Oligarchs Assets and Cash Flow / Drachma / Go ""East"" Young Men & Women / Restructuring of Rules & Laws Then the Deluge for the rest of Europe!",greece's debt,AGAINST,debt relief,nationalization assets,go east,FAVOR,0.48294041004163546,0.48594725475366307,0.33604833362680836,nationalization assets
"""If governments reward such success with a regulatory straitjacket, we will pay a steep price."" Oh please. When has a long term monopoly EVER been good for the market? Uhhh...never. Yes, Apple, Google and Facebook owners deserve to get rich for creating unique products and markets, but in the last years they are expending more and more money on flimsy patent fights and trying to raise the bar for market entry too high for competition. It has happened with *every* firm that has had a monopoly. The ""regulation"" scare is bogus.",google,AGAINST,monopoly market,patent wars,market entry,AGAINST,0.269464868796868,0.2420225396472467,0.31598050424716057,market entry
"""If there were any evidence that a state's disenfranchisement law is truly discriminatory, it would be considered unconstitutional under Supreme Court rulings."" That assumes an impartial Supreme Court. As we all know, the Republican appointees are on a mission to disenfranchise minorities. That is why they were placed on the Court. Clegg assumes his conclusion, and then reasons back to it.",republic,FAVOR,Republican court,minority rights,court bias,AGAINST,0.22171660346751154,0.35030943278396226,0.4412148004494531,court bias
"""If they can get the price point below $15k, they'll sell 50 million of them"" Not likely with Li ion batteries anytime within the next five years. The battery pack alone is estimated to cost $15K for all electric vehicles. But, look what happened with computing power over the last 30 years. I see all electric vehicles as being niche vehicles in the US for the next decade or so. Long term is more favorable if the cost of the battery pack can be lowered by a factor of 10.",electric cars,AGAINST,electric vehicles,battery cost,computing power,NEUTRAL,0.9619530590196975,0.6836925299129879,0.6008414177446072,electric vehicles
"""In a culture that seems to be getting dumber and dumber...."" ""Seems""? I don't recall people twenty years ago saying that the cure for unwanted pregnancy was to ban contraception. Or one of our two poltical parties which represents nearly half the population postulating that the cure for our financial crisis is less regulation, etc. The list of stupid and crazy things that litter our current landscape are just too great to even begin to enumerate. Yes, I know people today cannot be openly racist, war-mongerers, etc. Do you really believe that our ""smart bombs"" and ""smart phones"" make us smarter? It's true that thanks to some very smart individuals we have progressed scientifically but let's not confuse this with human progress. In spite of your counter-intuitive optimism we are just as likely to destroy the planet and ourselves ""by accident"" today as we were twenty or fifty years ago. I seriously doubt that even the average person's knowledge of basic geography is better today than that of my grandparents.",people,AGAINST,human progress,planetary destruction,geography decline,AGAINST,0.47188855586552,0.35053423712262916,0.4267587672541873,human progress
"""In fact, I believe I'm called to engage those with whom I disagree, including L.G.B.T. advocates, sit down with them, if possible, and when feasible, work toward the common good without compromising our core principles."" Pretty words but when I try to imagine what common good he imagines himself working with LGBT advocates toward I have to laugh. ""We won't persecute you if you get back in the closet""? ""Have your civil unions but no adoption of children""? ""Just don't 'flaunt' your perversity""?",lgbt advocates,AGAINST,LGBT advocates,common good,core principles,AGAINST,0.8202376316839942,0.4447335588063273,0.5673880209278049,LGBT advocates
"""In our training we show videos too - dozens and dozens of video depicting officers being murdered during routine encounters with ""nonviolent"" and ""unarmed"" subjects."" At one time in our history, more often and most likely a random citizen was unarmed. But today, given encouragement of the NRA, you have to assume everyone is armed and not necessarily trained to exercise restraint.",nra,AGAINST,gun control,police training,nra influence,FAVOR,0.5116529878583952,0.443973389409069,0.501938949559757,gun control
"""In some locations along California's coast, locals already exclude non-locals from the best surf breaks ..."" Wow. Just Wow. Surf breaks are a public resource, being IN THE OCEAN. The methods used to enforce this exclusion are verbal abuse, vandalism, aggressive surfing, leash-grabbing, and violence. Did Reed Watson just endorse the use of violence to exclude people from public waterways? What methods would he approve of? Do other people get to decide whether they want to keep Reed off public property?",ocean,FAVOR,public resource,verbal abuse,surf control,FOR,0.44044512331122415,0.31770848864091794,0.5686524097514318,surf control
"""In the United States, those who support home birth as safe are propagating junk science."" Gee, an all these centuries women have given birth at home. Some of us even chose to do so. I'll be sure to let my healthy, happy, offspring know they are the product of junk science. And they should believe it's true because that's what two male doctors who profit from hospital births said.",home birth,AGAINST,junk science,home birth,hospital profits,AGAINST,0.61842367450075,0.9999999999999998,0.5842345000393985,home birth
"""In the absence of tenure, teachers may be fired for any reason. "" Welcome to the world the rest of us live in! How is it that teaching is the only profession in which performance cannot be evaluated by other people?",bad teachers,AGAINST,teacher quality,job security,evaluation process,AGAINST,0.6503146988783555,0.67534617459516,0.5710068910964218,job security
"""Institutions will feel pressure to lower academic quality, graduate unqualified students, or reduce services to the low-income students who need a quality college education most. "" This has been happening for some time already, and [I deeply suspect but offer no empirical evidence] moreso at institutions that have been struggling financially. I don't disagree that some institutions could be hurt by this, or that a college education isn't ""worth it"", but debt levels are nothing what our generation dealt with, and the ""worth"" of it all does not serve students whose institutions can't get them jobs, and/or accept/graduate them when they truly are not [yet] qualified. If a study correctly identifies which schools habitually accept and graduate without proper education/preparation of the student, how does this not serve the people paying the bills?",financial pressure,FAVOR,academic quality,student debt,institutional failure,AGAINST,0.735542858343301,0.6968211887231923,0.8085620721213296,institutional failure
"""Is there any evidence that those terrorists targeted by American drones are in compliance with the rule of law? ...... If terrorists are under no such ""legal obligations,"" it would seem that drone operators are not bound by them either!"" So, if my neighbor breaks the law, then I get to do so also? I cannot believe that anyone would argue that ""someone else is doing evil things"" so therefore there is no reason for the US government to behave in a moral and lawful way in the world. The America I knew in my childhood is DEAD.",terrorist,AGAINST,american drones,rule of law,moral behavior,AGAINST,0.5915480648287097,0.5850294580016291,0.5026289916695936,american drones
"""It is a news media-driven misperception that parents who claim philosophical or religious exemptions are uneducated or misinformed. MOST PARENTS WHO INDIVIDUALIZE THE VACCINE SCHEDULE ARE ACTIVELY EDUCATING THEMSELVES, CONTINUALLY ASSESSING THEIR FAMILY'S SPECIFIC HEALTH NEEDS, and doing everything they can to keep their children safe and healthy."" Ms. Margulis offers no data to support her blanket assertion about the industry and motivation of ""most parents,"" a position which, on its face, seems improbable given the breadth and weight of scientific evidence supporting immunization which is not subject to reasonable dispute. Based on anecdotal information, ""most parents"" are refusing to vaccinate their children based on their gross misunderstandings and unwarranted fears of the alleged risks of immunization, or based on their unique interpretations of religious dictates. If you intend to offer relevant commentary, Ms. Margulis, it should be evidence-based. Your personal opinions are no more interesting (or informed) than mine.",mandatory immunizations,FAVOR,vaccine schedule,health needs,scientific evidence,FAVOR,0.7663643778215156,0.7097290478098537,0.6471279341419477,vaccine schedule
"""It is hard to find any justification for the shooting of Walter Scott. . ."" That is the understatement of the day. How about, ""There is absolutely no justification for the shooting of Walter Scott, period."" Add to that officers lying about the murder and only being exposed because a brave citizen filmed the murder. Mr. Glennon, do you support prosecuting the officer[s] involved in the cover up for obstruction of justice? Should they also go to prison for lying and covering up the evidence? Mr. Clennon, do you support mandatory reporting of all police shootings? How can you make any claims about the use of deadly force when no police force is required to even report when a shooting takes place? Had the person filming the murder been just an eyewitness without a camera, his testimony would have been discredited by officers and prosecutors covering for the officer who murdered this victim. This murder would have been just another justifiable shooting. Sound familiar?",police,AGAINST,police shooting,justice system,cover up,AGAINST,0.5470984822122226,0.5284801853827287,0.4325698047860481,police shooting
"""It is unclear that it has created a populace significantly better informed or intellectually curious."" Such a sad but true statement about post-WW2 higher education. I came to this opinion prepared to stomp on it, but find that I agree. In theory. If high school education meets the high standards Mr. McWhorter describes, and gives everyone, everyone, an opportunity to experience learning for its own mind-expanding sake. Big if. Another big if: If French departments continue to exist. How do we assure this when we have no central, unifying vision for our education system? Without that, I'm afraid each institution will be making decisions individually based on the bottom line of immediate utility.",educational systems,AGAINST,higher education,post ww2,education standards,NEUTRAL,0.748847896715313,0.5428511987495593,0.8224518275312772,education standards
"""It is unworthy of excellent men to lose hours like slaves in the labour of calculation which could safely be relegated to anyone else if machines were used."" Gottfried Liebniz I looked that up on the internet. It took about 15 seconds. Would it be more beneficial had I gone to the reference section of my library? It is worthy to spend one's time sorting, organizing, analyzing and synthesizing information, unworthy to just put in time.",machine use,FAVOR,machine calculation,library reference,time wasted,AGAINST,0.8025637082703118,0.33328087415817487,0.4496574921873883,machine calculation
"""It makes little sense to single out universities from among philanthropies"" Hear, hear! Tax them all. There is no excuse for the continuing charade of ""nonprofit"" status. Everyone should participate in the tax system, and the distortions of tax free status eliminated. The authors allege that not much money is at stake, but the fact is the Congress doesn't even calculate the forgone revenue from tax free endowments. The endowments have so much political muscle, they've been able to avoid the taint of ""tax expenditure"" for their investment income, keeping the issue off the Congressional radar.",tax,AGAINST,nonprofit status,tax system,political muscle,AGAINST,0.3456566544493415,0.5347095595507151,0.3434523958943548,tax system
"""It should come as no surprise that the vast majority of heroin users have used marijuana (and many other drugs) not only long before they used heroin but while they are using heroin."" It should come as no surprise that the vast majority of heroin users have used milk (and many other dairy products) not only long before they used heroin but while they are using heroin. Therefore, milk and dairy products are a gateway drug to heroin and should be banned.",marijuana,FAVOR,heroin users,gateway drugs,milk products,NEUTRAL,0.46884721717002087,0.6589768424712812,0.544509939646614,gateway drugs
"""It would be similar to pushing back the outfield fence in baseball, and nobody wants to see fewer home runs."" Right on one count, wrong on the other. Hey, I know, let's lower the rim so everyone can dunk. Then it'll be even better, right? The assumption that fans are too stupid to appreciate nuance is why modern basketball is a dunking contest, modern baseball is a home run derby, and I've lost my patience with both. I can't be alone.",rim,AGAINST,lower the rim,dunk fest,fan stupidity,AGAINST,0.6513573142813722,0.3118366026680924,0.2873661096834761,lower the rim
"""It would only invest the United States in the message that Israel is here to stay."" Why is it up to the United States to do any such thing? Israel has been in existence for nearly 70 years. It is up to them to make their own case for their own legitimacy. However, they have made a very poor case for it under Bibi.",israel,AGAINST,Israel exists,us investment,poor leadership,AGAINST,0.09921865270067497,0.4768114667645817,0.4100198750241078,us investment
"""Just as there are good and bad refrigerators, there are good and bad professors."" Really? Anonymous on-line evaluations have been shown to be spurious. This is supported by published research and personal experience. Student evaluations of courses are strongly correlated to grade. Glaringly obvious when most variables are removed; e.g., comparing physics course sections covering identical material, taught by the same professor, in the same semester, and with the same assessment measures. NB, physics has the advantage that grades are based on scores, not potentially subjective measures, hence it was not the case that students' grades were influenced by the instructor's impression of them. More accurate measures are evaluations by trained, paid, identified peers and students. Education is a big investment - use evaluation tools that are robust, not junk.",rate professors,AGAINST,student evaluations,professor quality,education standards,AGAINST,0.7090202775772373,0.6578243178160195,0.6738646618877653,student evaluations
"""Justifiable fear of terrorist attacks?"" Certainly not justified by reality or statistics. Certainly not rational. Justified only by the fear itself. Since I arrived in the United States in 1975 I have been constantly surprised by the easy fears that seem to affect and are expressed in different ways by a large section of the population. It has always intrigued me because the American stereotype is the opposite.",fear,AGAINST,fear itself,american stereotype,easy fears,AGAINST,0.595388305442294,0.48135510729759023,0.7058920548552737,easy fears
"""K-12 teachers with tenure do not have a job for life. What ""tenure"" means, for them, is due-process procedures for dismissals with cause, instead of capricious or at-will dismissal from their duties."" If that were the case, then I don't think the union busters like Welch would have such an easy time finding popular support. Most thoughtful people would support tenure if it did simply mean due process. But it is so hard to dismiss bad teachers and children's educations suffer. Dismissing all protections isn't fair, but the teacher's unions brought this upon themselves by refusing to entertain any flexibility with regard to evaluations and dismissals.",tenure,AGAINST,due process,teacher quality,union rules,FAVOR,0.6415333178383424,0.5729620965620964,0.5900447310666369,due process
"""Like Big Tobacco of yesteryear, Big Marijuana knows that it needs lifelong addicted customers to prosper. "" Marijuana is not physically addicting. Is everyone who has a beer or glass wine at the end of the day an addicted customer of ""Big Alcohol""?",big marijuana,AGAINST,big tobacco,big alcohol,lifelong addicts,AGAINST,0.6870782964453327,0.714517860518555,0.5316804117580542,big alcohol
"""MT [Mother Teresa] was not a friend of the poor. She was a friend of poverty. She said that suffering was a gift from God. She spent her life opposing the only known cure for poverty, which is the empowerment of women and the emancipation of them from a livestock version of compulsory reproduction."" - Christopher Hitchens",mother teresa,AGAINST,ERROR,ERROR,ERROR,UNABLE_TO_DETERMINE,0.12186024424103302,0.12186024424103302,0.12186024424103302,ERROR
"""Marijuana Is Now Big Business"" Wrong - marijuana has been big business for decades. The California Dept. of Agriculture has listed it as the number one cash crop in the state for over 20 years in a row. Now, the business is above ground, where it should be. Regulation, taxation, better education, savings in enforcement and incarceration costs - everybody wins. We are slowly now heading in the right direction - ending the biggest and most widespread wrongful jailing of American citizens since slavery. It can't happen quick enough.",marijuana,FAVOR,marijuana business,american freedom,wrongful justice,FAVOR,0.6383273525835623,0.46310164047280145,0.5410326413450501,marijuana business
"""Marijuana use is positively correlated with alcohol use and cigarette use..."" The inference by this statement is thus that cigarettes or beer are gateway drugs to marijuana use. What next? Would a campfire or mowing the lawn on a hot afternoon be gateway activities to beer? Under this logic it is plausible. Your position is based on the correlation of relative rates of consumption - not causality.",gateway drug,AGAINST,gateway drugs,alcohol use,cause effect,AGAINST,0.8996938145175712,0.5803039782783123,0.6092609293638042,gateway drugs
"""Marriage, children, a paying job and a home are the traditional markers of adulthood."" - who made that law? This is just another discriminatory filter used by those who want the future to look just like the past. History is disruptive. Get over it.",tradition,AGAINST,traditional markers,discriminatory filters,disruptive history,AGAINST,0.5835564273267931,0.5377183551241976,0.585581746358671,disruptive history
"""Medicare enrollees would have nothing to fear from insurers charging actuarially fair premiums, because the size of their check would depend on their health status and income, so lower-income and sicker enrollees would get bigger ""Medicare checks"" than healthy and wealthy enrollees..."" Exactly how is this going to be administered? So I start the year healthy and then get sick. Is there a mid-year correction? Would my subsidy go to insurance or directly to pay for care? Who is going to handle the extra layer of paperwork? As for the waste, most enrollees have no control over the wasted spending, and they often have no idea that it's wasteful. For instance, Medicare spends over $300 million on pre-op tests for eye surgery, when research shows those tests don't contribute to positive outcomes. Even when you show a hospital the research they refuse to budge. I've had to fight off unnecessary care many times. I would love for Medicare to make it easier to say no.",medicare,FAVOR,ERROR,ERROR,ERROR,UNABLE_TO_DETERMINE,0.10986641040722063,0.10986641040722063,0.10986641040722063,ERROR
"""Mental health professionals are, as a group, politically liberal and strong defenders of civil liberties, so initiating an action that is likely to curtail a person's civil liberties is contrary to their mindset."" The new 'stop and frisk': Mental health professionals wait until someone from out-of-town walks into the regular emergency room at Cornell Medical Center to have a legitimate and timely prescription for a controlled drug script filled. They police-escort the person across the hallway to the Psychiatric emergency room; force strip the person; ship the person to WestChester in-patient for six days against the person's will; taking all the regularly-prescribed medicine away while declaring the person bi-polar which the person is not; Then tell the person they are free to find a way back to New York City, turning the person loose without the long-standing legitimate prescriptions. New York is receiving $8 Billion from the Federal Government to distribute to providers who the providers view as having a serious mental illness and/or substance abuse problem which could cause the person to harm him/herself or others. Good intentions veered very, very wrongly.",mental health,FAVOR,civil liberties,mental health,police tactics,FOR,0.6615729669330923,1.0000000000000002,0.588177985031095,mental health
"""More of the Same is Not a Solution"" Absolutely right - so let's stop doing the same thing: Let's stop funding the public schools, which have been doing the same thing (creating curricula based on political motivations) and have been consistently failing. Phase out the public school system. Allow anyone and everyone who wants to create a school - to teach arithmetic, English, physics, creationism, evolution, global warming, diversity, Ebonics, computer programming, metal shop, cooking, basketball, or basket-weaving - do so, and let them charge what they wish. Let them accept any students they want, and let them hire whoever they want to teach. Let parents have the freedom to choose the school, the teachers, and the lessons they want their children to learn. Lay off the school boards, and the school committees, and board up the entire Department of Education. Let the government bureaucrats run a bake sale to keep up their standard of living. Anything else is just a perpetuation of the same problem: Government-run public schools. Get the Government Out of Our Children's Education.",government funded schools,AGAINST,government control,public education,personal choice,AGAINST,0.670023836070751,0.724464343795343,0.5346394626168764,public education
"""Moreover, once recognition is granted, the international community will heave a sigh of relief and move on, leaving it to the Palestinians to get their act together against a backdrop of Israeli noncompliance and nonacceptance of this move."" If the international community (Who is that anyway? The UN? Grass-roots activists?) haven't moved on by now, they never will. The stupidity and hatred that allows them to believe Israel is the cause of all things Middle East is as tenacious as mold, and twice as pungent.",a palestinian state,AGAINST,israel issues,international community,middle east,AGAINST,0.49438300380864564,0.46391079980372807,0.46532236348410155,israel issues
"""Most of the benefits of the all-electric vehicle thereby get squeezed out."" --- that's a bit of a stretch, surely? The Volt's range-extender is a necessary compromise but would seem to be an excellent one (for the time being): the ""generator and associated controls, and a gas tank and fuel lines and exhaust system"" are not as large as Professor Smitka makes them out to be.",electric cars,AGAINST,all electric,necessary compromise,gas tank,AGAINST,0.6344131966161912,0.44578204629780455,0.5986742079791855,all electric
"""Nineteen out of the top 20 source countries for immigrants now allow their citizens to maintain the status even as they naturalize in the United States.""/i> Yes, but the US doesn't permit it. In order to naturize here, you must renounce any other citizenship you have. This is done is a sworn solemn Oath of Allegiance. Failure to do this is an act of perjury. And it makes sense, because otherwise you would not care about the country, knowing that have a place you can split to. There's a whole bunch who hold Israeli citizenship such as Michael Cherkoff, Ram Emmanuel, Richard Pearle, Paul Wolfawitz. And of course, Arnawld Schwarzenegger is an Austrian citizen. Anyone holding an office of public trust or security, should not have any other citizenship than American. And then there's Wen Ho Lee.",dual citizenship,AGAINST,US citizenship,public offices,dual citizens,FAVOR,0.6889854595605495,0.494460402622857,0.7192244436513384,dual citizens
"""Nonfiction can be frighteningly raw. While fiction comforts us with the knowledge that actors are delivering lines crafted by writers, reality television offers no protective cover. Here, even lives are at risk. We must face ourselves and each other."" Reality TV shows have become so popular simply because it intrigues us as humans to see how other interact. We watch reality to for entertainment that it has to offer yet is the raw that nothing can seem to conforms us. Its so contradicting with itself that it amuseses us. Reality TV makes us confront with exactly what our society has become. Many say is trash but if is trash then we must reevaluting how our society is today as a whole. If critics seems that reality TV is trash is not worth our time i beg the differ that it is. It opens our eyes of what is out there and the problems we should be dealing with instead of setting them aside to be ignore. No reality TV makes it for us not ignore it anymore but confront it beause we cannot hide behind our lies anymore.",reality shows,FAVOR,reality tv,society today,raw entertainment,NEUTRAL,0.8341752652386659,0.6999050461336187,0.7018838992241974,reality tv
"""Normally Supreme Court justices should refrain from commenting on partisan politics. But these are not normal times."" And who defines 'normal'? Mr. Butler? So SCOTUS justices should be respectful, impartial bystanders of presidential elections, unless Mr. Butler dislikes that candidate, or decides things aren't 'normal'. In which the SCOTUS can freely brawl in the mud like every other clownish politician. Of course, in these 'abnormal' times, should another justice lash out at Hillary, it's dollars to donuts that Mr. Butler would scream in horror at the indignation and partiality. What a funny sense of justice some people have. Speaking of normal times, the New York Times once published actual news. You know, facts backed with credible sources and evidence. But I guess these aren't normal times, opinions are much flashier and entertaining these days. I suppose Ginsberg's gaffe is a natural evolution of our classless time. And although I'm sure someone will be sorely itching to rattle off Scalia or Thomas and what they did, two wrongs don't make a right do they? The code of conduct should be applicable (and enforced) to ALL judges, including the SCOTUS. Not holding my breath though.",elections,FAVOR,partisan politics,SCOTUS justices,judges ethics,AGAINST,0.5954367803654683,0.1417174097375163,0.6211405029119166,judges ethics
"""Numerous studies show that between 70 percent and 90 percent of children and women who end up in commercial sex were sexually abused prior to entry."" The author seems to imply that if there were no sex workers, all of these people would not have suffered abuse. The problem of abuse came before the activity of prostitution. Abuse leads to prostitution, not the other way around. Banning prostitution will do nothing to prevent abuse, and abuse is the real problem, not commercial sex. I see no valid argument that legalizing prostitution would prevent prior abuse of women and children. It could be bettered argued that if there were legal outlets for sexual urges, cases of abuse would decline.",sexual abuse,AGAINST,child abuse,sex workers,prostitution ban,AGAINST,0.9381507445191054,0.6707210002311509,0.6661893415751106,child abuse
"""One of the main pillars of Syriza's economic program is the creation of 300,000 new jobs for the unemployed under a direct public employment scheme."" Anyone who thinks that expanding public employment in Greece is a good idea should migrate to Greece. There are already more public employees in Greece than just about anywhere else in the world and you propose to put more people on the public payroll? As it is, many government employees do not have any meaningful assignments and you want the Greek government to hire more people? What you are actually proposing is a massive expansion of welfare payments to the unemployed in Greece except that you claim to have given these people a job and so instead of social welfare you want the world to think of it as job creation. Here is a freebie for you: playing with words do not change economic realities. Greece cannot afford it and it is precisely such policies that created this mess in the first place.",free social welfare,AGAINST,public employment,job creation,economic reality,AGAINST,0.6654029522302876,0.6693365355374448,0.6182607999862053,job creation
"""One size does not fit all"" is a good sound byte. And trying to make students learn about and take an interest in subjects in which they have little or no interest is difficult. But allowing students to choose to be ignorant by only studying what they want to study is just sheer stupidity. We Americans are already THE most illiterate and ignorant bunch of ""educated"" human beings on the planet. But countries like Russia and China are certainly pleased with ""It's your right ot can be as stupid and ignorant as you want to"" mentality.",country,FAVOR,ignorant students,american education,educational quality,AGAINST,0.32220862816921414,0.3971902058858306,0.41301120713546824,educational quality
"""People who are addicted to marijuana are three times more likely to be addicted to heroin."" Since there is NO such thing as addiction to marijuana, the above is total nonsense. I know people who smoke 5-6 joints a day every single day, and then go without it during 4 week vacation overseas without missing a bit. Neither cigarette smokers, nor heroin addicts can do that. ""The legalization of marijuana increases availability of the drug and acceptability of its use. "" There is no problem with availability of marijuana without legalization. Anyone who wants it can get it within 2 hours at most, right here in NYC.",marijuana legalization,FAVOR,marijuana addiction,heroin usage,drug availability,AGAINST,0.7031529216637279,0.6920654163558956,0.561984179459402,marijuana addiction
"""Places with mandatory voting also have less wealth inequality, lower levels of political corruption and higher levels of satisfaction with the way democracy is working than voluntary systems."" I travel often to a Latin American country with mandatory voting, but with higher wealth inequality and higher perceived political corruption than the US (based on my experience and a quick check of some indices on Wikipedia)...so mandatory voting is not some sort of magic bullet to address these issues.",mandatory voting,AGAINST,mandatory voting,wealth inequality,political corruption,NEUTRAL,1.0,0.7051017744452118,0.7091032331943773,mandatory voting
